# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "4" "-a" "ref/eco_gff.gff" "-o" "counts/eco_glyc_1_gene_counts.txt" "-t" "CDS" "-g" "ID" "star/eco_glyc_1Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	star/eco_glyc_1Aligned.sortedByCoord.out.bam
cds-BAB36381.1	BA000007.3	2912391	2912717	+	327	0
cds-BAB36382.2	BA000007.3	2912717	2913604	+	888	0
cds-ECs_2960	BA000007.3	2913607	2914566	-	960	0
cds-BAB36384.1	BA000007.3	2914511	2916013	-	1503	4
cds-BAB36385.2	BA000007.3	2916013	2916225	-	213	0
cds-BAB36386.1	BA000007.3	2916222	2918345	-	2124	0
cds-BAB36387.1	BA000007.3	2918342	2918818	-	477	0
cds-BAB36389.2	BA000007.3	2919273	2919740	-	468	0
cds-BAB36388.2	BA000007.3	2919335	2919520	-	186	0
cds-BBE29447.1	BA000007.3	2919748	2919894	-	147	0
cds-BAB36390.1	BA000007.3	2919894	2920463	-	570	0
cds-BAB36391.1	BA000007.3	2920734	2921267	-	534	0
cds-BAB36392.1	BA000007.3	2921272	2921487	-	216	0
cds-BAB36393.1	BA000007.3	2921565	2921810	-	246	1
cds-BAB36394.1	BA000007.3	2921851	2922030	-	180	0
cds-BAB36395.1	BA000007.3	2922168	2924114	-	1947	0
cds-BAB36396.1	BA000007.3	2924625	2924894	-	270	0
cds-BAB36397.1	BA000007.3	2924904	2925851	-	948	0
cds-BAB36398.2	BA000007.3	2926358	2926840	-	483	1
cds-BAB36399.1	BA000007.3	2926785	2926979	-	195	0
cds-BAB36400.1	BA000007.3	2926976	2927581	-	606	0
cds-BAB36401.1	BA000007.3	2927574	2927783	-	210	0
cds-BAB36402.1	BA000007.3	2927743	2928144	-	402	0
cds-BAB36403.1	BA000007.3	2928147	2928323	-	177	0
cds-BAB36404.1	BA000007.3	2928320	2928847	-	528	0
cds-BAB36405.1	BA000007.3	2928844	2929290	-	447	0
cds-BAB36406.2	BA000007.3	2929247	2929483	-	237	0
cds-BBE29448.1	BA000007.3	2929494	2929709	-	216	0
cds-BAB36407.1	BA000007.3	2929842	2930120	-	279	0
cds-BAB36408.1	BA000007.3	2930191	2930481	-	291	0
cds-BAB36409.1	BA000007.3	2930478	2931179	-	702	1
cds-BAB36410.1	BA000007.3	2931176	2932114	-	939	0
cds-BAB36411.1	BA000007.3	2932147	2932443	-	297	0
cds-BAB36412.1	BA000007.3	2932558	2932776	-	219	0
cds-BAB36413.2	BA000007.3	2932885	2933532	+	648	2
cds-BAB36414.1	BA000007.3	2933655	2933936	+	282	0
cds-BAB36415.1	BA000007.3	2933943	2934494	+	552	0
cds-BAB36417.1	BA000007.3	2935007	2935279	+	273	0
cds-BAB36418.1	BA000007.3	2935296	2935877	-	582	0
cds-BAB36419.1	BA000007.3	2936138	2936506	+	369	0
cds-BAB36420.1	BA000007.3	2936579	2936743	+	165	0
cds-BAB36421.2	BA000007.3	2936712	2936855	+	144	0
cds-BAB36423.1	BA000007.3	2936931	2937227	+	297	0
cds-BAB36424.1	BA000007.3	2937233	2938018	+	786	5
cds-BAB36425.1	BA000007.3	2938015	2938692	+	678	4
cds-BAB36426.2	BA000007.3	2938692	2938874	+	183	0
cds-BAB36427.1	BA000007.3	2938847	2939038	+	192	0
cds-BAB36428.2	BA000007.3	2939115	2939330	+	216	0
cds-BAB36429.1	BA000007.3	2939429	2939650	+	222	0
cds-BAB36430.1	BA000007.3	2939647	2940594	+	948	1
cds-BAB36431.1	BA000007.3	2940596	2940772	+	177	0
cds-BAB36432.1	BA000007.3	2941106	2941462	+	357	0
cds-BAB36433.1	BA000007.3	2941459	2941821	+	363	0
cds-BAB36434.1	BA000007.3	2941909	2942151	+	243	0
cds-BBE29449.1	BA000007.3	2942155	2942289	+	135	0
cds-BAB36435.1	BA000007.3	2942308	2942562	+	255	0
cds-BAB36436.1	BA000007.3	2942596	2943882	+	1287	0
cds-BAB36437.1	BA000007.3	2943957	2944604	+	648	132
cds-BAB36438.1	BA000007.3	2944752	2945483	-	732	241
cds-BAB36439.1	BA000007.3	2945488	2946414	-	927	85
cds-BAB36440.1	BA000007.3	2946407	2947564	-	1158	55
cds-BAB36441.1	BA000007.3	2947571	2948488	-	918	91
cds-BAB36442.2	BA000007.3	2948740	2951007	-	2268	944
cds-BAB36443.1	BA000007.3	2951233	2952948	+	1716	1655
cds-BAB36444.2	BA000007.3	2952986	2953918	-	933	612
cds-BAB36445.2	BA000007.3	2954092	2954679	-	588	42
cds-BAB36446.2	BA000007.3	2954849	2955427	+	579	493
cds-BAB36447.1	BA000007.3	2955557	2956318	-	762	87
cds-BAB36448.2	BA000007.3	2956371	2957897	-	1527	23
cds-BAB36449.1	BA000007.3	2958502	2959452	-	951	221
cds-BAB36450.1	BA000007.3	2959612	2960805	-	1194	0
cds-BAB36451.2	BA000007.3	2960820	2961464	-	645	0
cds-BAB36452.1	BA000007.3	2961473	2962174	-	702	1
cds-BAB36453.1	BA000007.3	2962189	2963217	-	1029	0
cds-BAB36454.1	BA000007.3	2963229	2964587	-	1359	0
cds-BAB36455.2	BA000007.3	2964714	2965622	+	909	0
cds-BAB36456.1	BA000007.3	2965753	2966151	+	399	72
cds-BAB36457.1	BA000007.3	2966148	2966843	+	696	140
cds-BAB36458.1	BA000007.3	2966973	2967857	+	885	1117
cds-BAB36459.1	BA000007.3	2968007	2968726	+	720	211
cds-BAB36460.1	BA000007.3	2968729	2968968	+	240	65
cds-BAB36461.1	BA000007.3	2969162	2970400	+	1239	174
cds-BAB36462.2	BA000007.3	2970394	2971629	+	1236	257
cds-BAB36463.1	BA000007.3	2971872	2972882	-	1011	194
cds-BAB36464.1	BA000007.3	2972898	2974418	-	1521	264
cds-BAB36465.1	BA000007.3	2974479	2975477	-	999	456
cds-BAB36466.1	BA000007.3	2975756	2976796	-	1041	60
cds-BAB36467.1	BA000007.3	2976938	2978095	-	1158	441
cds-BAB36468.1	BA000007.3	2978112	2978780	-	669	1674
cds-BAB36469.1	BA000007.3	2979038	2979874	+	837	422
cds-BAB36470.1	BA000007.3	2979906	2981885	-	1980	175
cds-BAB36471.1	BA000007.3	2982177	2983646	-	1470	1753
cds-BAB36472.1	BA000007.3	2983851	2984732	-	882	137
cds-BAB36473.1	BA000007.3	2984831	2985880	+	1050	241
cds-BAB36474.1	BA000007.3	2985954	2986811	+	858	628
cds-BAB36475.1	BA000007.3	2986814	2987902	+	1089	502
cds-BAB36476.1	BA000007.3	2987958	2989208	-	1251	20
cds-BAB36477.1	BA000007.3	2989308	2990249	-	942	3
cds-BAB36478.2	BA000007.3	2990379	2991077	+	699	9
cds-BAB36479.1	BA000007.3	2991148	2992398	-	1251	57
cds-BAB36480.1	BA000007.3	2992492	2993430	-	939	2
cds-BAB36481.1	BA000007.3	2993418	2994359	-	942	0
cds-BAB36482.1	BA000007.3	2994783	2996474	-	1692	516
cds-BAB36483.1	BA000007.3	2996491	2997429	-	939	184
cds-BAB36484.1	BA000007.3	2997429	2998559	-	1131	195
cds-BAB36485.1	BA000007.3	2998927	3000108	+	1182	116
cds-BBE29450.1	BA000007.3	3000105	3000359	-	255	65
cds-BAB36486.2	BA000007.3	3000514	3001086	+	573	2314
cds-BAB36487.2	BA000007.3	3001300	3002775	+	1476	131
cds-BAB36488.1	BA000007.3	3002893	3003879	+	987	449
cds-BAB36489.2	BA000007.3	3003918	3004631	+	714	378
cds-BAB36490.1	BA000007.3	3005044	3005610	+	567	7278
cds-BAB36491.1	BA000007.3	3005791	3007347	+	1557	343
cds-BAB36492.2	BA000007.3	3007429	3009243	+	1815	220
cds-BAB36493.1	BA000007.3	3009244	3010338	+	1095	106
cds-BAB36494.1	BA000007.3	3010338	3011363	+	1026	164
cds-BAB36495.1	BA000007.3	3011365	3012954	+	1590	1114
cds-BAB36496.1	BA000007.3	3012958	3013302	-	345	803
cds-BAB36497.1	BA000007.3	3013635	3014825	-	1191	1136
cds-BAB36498.1	BA000007.3	3014853	3015548	-	696	1568
cds-BAB36499.1	BA000007.3	3015697	3017457	+	1761	288
cds-BAB36500.1	BA000007.3	3017582	3017866	+	285	3867
cds-BAB36501.1	BA000007.3	3018005	3019012	-	1008	1678
cds-BAB36502.1	BA000007.3	3019194	3019421	+	228	414
cds-BAB36503.1	BA000007.3	3019441	3021201	+	1761	1553
cds-BAB36504.2	BA000007.3	3021453	3024044	-	2592	529
cds-BAB36505.1	BA000007.3	3024364	3025011	+	648	696
cds-BAB36506.1	BA000007.3	3025046	3026098	-	1053	88
cds-BAB36507.1	BA000007.3	3026095	3026652	-	558	33
cds-BAB36508.1	BA000007.3	3026649	3028592	-	1944	126
cds-BAB36509.1	BA000007.3	3028589	3029068	-	480	186
cds-BAB36510.1	BA000007.3	3029065	3029274	-	210	12
cds-BAB36511.1	BA000007.3	3029271	3030008	-	738	118
cds-BAB36512.1	BA000007.3	3030050	3030712	-	663	52
cds-BAB36513.1	BA000007.3	3030709	3031326	-	618	130
cds-BAB36514.1	BA000007.3	3031345	3031947	-	603	107
cds-BAB36515.2	BA000007.3	3031957	3032406	-	450	9
cds-BAB36516.1	BA000007.3	3032403	3033266	-	864	28
cds-BAB36517.1	BA000007.3	3033253	3033948	-	696	31
cds-BAB36518.1	BA000007.3	3033955	3036441	-	2487	162
cds-BAB36519.1	BA000007.3	3036438	3036701	-	264	7
cds-BAB36520.1	BA000007.3	3036691	3037185	-	495	24
cds-BBE29451.1	BA000007.3	3037294	3037458	+	165	4
cds-BAB36521.1	BA000007.3	3037592	3038080	+	489	1168
cds-BAB36522.1	BA000007.3	3038230	3039876	-	1647	3842
cds-BAB36523.1	BA000007.3	3040094	3041737	-	1644	1195
cds-BAB36524.1	BA000007.3	3041813	3042463	-	651	100
cds-BAB36525.1	BA000007.3	3042463	3043527	-	1065	416
cds-BAB36526.1	BA000007.3	3043601	3044656	-	1056	514
cds-BAB36527.1	BA000007.3	3044768	3045871	-	1104	52574
cds-BAB36528.1	BA000007.3	3046610	3049282	+	2673	4657
cds-BAB36529.1	BA000007.3	3049299	3049949	+	651	3111
cds-BAB36530.2	BA000007.3	3050149	3052998	-	2850	1207
cds-BAB36531.1	BA000007.3	3053273	3054049	-	777	40
cds-ECs_3109	BA000007.3	3054054	3055703	-	1650	25
cds-BAB36534.2	BA000007.3	3055704	3060098	-	4395	147
cds-BAB36535.2	BA000007.3	3060242	3060865	-	624	17
cds-BAB36536.2	BA000007.3	3060862	3062415	-	1554	141
cds-BAB36537.1	BA000007.3	3062698	3065325	-	2628	9389
cds-BAB36538.1	BA000007.3	3065472	3066194	+	723	360
cds-BAB36539.1	BA000007.3	3066335	3070087	-	3753	533
cds-BAB36540.1	BA000007.3	3070783	3073068	+	2286	3908
cds-BAB36541.1	BA000007.3	3073295	3074425	+	1131	1936
cds-BAB36542.1	BA000007.3	3074425	3074679	+	255	488
cds-BAB36543.1	BA000007.3	3074733	3075383	-	651	763
cds-BAB36544.1	BA000007.3	3075464	3076654	-	1191	10
cds-BAB36545.1	BA000007.3	3076806	3077684	+	879	28
cds-BAB36546.1	BA000007.3	3078148	3079218	+	1071	0
cds-BAB36547.1	BA000007.3	3079442	3080518	-	1077	1332
cds-BAB36548.1	BA000007.3	3080523	3081881	-	1359	915
cds-BAB36549.1	BA000007.3	3082154	3083782	+	1629	92
cds-BAB36550.1	BA000007.3	3083772	3085031	+	1260	61
cds-BAB36551.1	BA000007.3	3085028	3086218	+	1191	55
cds-BAB36552.1	BA000007.3	3086411	3087337	+	927	140
cds-BAB36553.1	BA000007.3	3087378	3088130	-	753	57
cds-ECs_3131	BA000007.3	3088198	3088950	-	753	27
cds-BAB36555.1	BA000007.3	3089027	3089353	+	327	0
cds-BAB36556.2	BA000007.3	3089353	3090240	+	888	0
cds-ECs_5746	BA000007.3	3090243	3090800	-	558	3
cds-BAB36558.2	BA000007.3	3090857	3092062	-	1206	7
cds-BAB36559.1	BA000007.3	3092077	3092859	-	783	19
cds-BAB36560.1	BA000007.3	3093079	3094281	-	1203	376
cds-BAB36561.2	BA000007.3	3094381	3094923	-	543	230
cds-BAB36562.1	BA000007.3	3095202	3095627	+	426	91
cds-BAB36563.1	BA000007.3	3095666	3096268	-	603	670
cds-BAB36564.2	BA000007.3	3096558	3097715	+	1158	484
cds-BAB36565.1	BA000007.3	3097719	3098687	+	969	234
cds-BAB36566.1	BA000007.3	3098687	3100669	+	1983	1130
cds-BAB36567.1	BA000007.3	3100666	3101556	+	891	320
cds-BAB36568.1	BA000007.3	3101556	3103208	+	1653	125
cds-BBE29452.1	BA000007.3	3103205	3103540	+	336	42
cds-BAB36569.2	BA000007.3	3103540	3103926	+	387	127
cds-BAB36570.2	BA000007.3	3103920	3104186	-	267	193
cds-BAB36571.1	BA000007.3	3104296	3105651	-	1356	844
cds-BAB36572.1	BA000007.3	3105648	3106610	-	963	966
cds-BAB36573.1	BA000007.3	3106610	3107467	-	858	1327
cds-BAB36574.1	BA000007.3	3107482	3108240	-	759	745
cds-BAB36575.1	BA000007.3	3108237	3109907	-	1671	2260
cds-BAB36576.2	BA000007.3	3109996	3111291	-	1296	2892
cds-BAB36577.1	BA000007.3	3111370	3111675	-	306	569
cds-BAB36578.1	BA000007.3	3111730	3112191	-	462	302
cds-BAB36579.2	BA000007.3	3112256	3113173	+	918	371
cds-BAB36580.2	BA000007.3	3113364	3114584	+	1221	29
cds-BAB36582.1	BA000007.3	3115716	3116219	+	504	26
cds-BAB36583.2	BA000007.3	3116286	3117743	-	1458	1525
cds-BAB36584.1	BA000007.3	3117750	3119279	-	1530	1647
cds-BAB36585.1	BA000007.3	3119510	3121351	-	1842	2677
cds-BAB36586.1	BA000007.3	3121348	3121650	-	303	266
cds-BAB36587.1	BA000007.3	3121647	3122201	-	555	1416
cds-BAB36588.1	BA000007.3	3122213	3122755	-	543	1560
cds-BAB36589.1	BA000007.3	3122770	3123747	-	978	2997
cds-BAB36590.2	BA000007.3	3123744	3126470	-	2727	8229
cds-BAB36591.1	BA000007.3	3126523	3127860	-	1338	4139
cds-BAB36592.1	BA000007.3	3127857	3128357	-	501	3242
cds-BAB36593.1	BA000007.3	3128360	3130162	-	1803	8310
cds-BAB36594.1	BA000007.3	3130256	3130918	-	663	4221
cds-BAB36595.1	BA000007.3	3130934	3131377	-	444	2575
cds-BAB36596.1	BA000007.3	3132008	3132946	-	939	1954
cds-BAB36597.1	BA000007.3	3133866	3135083	+	1218	2513
cds-BAB36598.1	BA000007.3	3135167	3135766	+	600	217
cds-BAB36599.1	BA000007.3	3135825	3137657	-	1833	220
cds-BAB36600.1	BA000007.3	3137744	3138394	-	651	277
cds-BAB36601.2	BA000007.3	3138405	3138899	-	495	286
cds-BAB36602.2	BA000007.3	3138982	3139437	-	456	296
cds-BAB36603.1	BA000007.3	3139775	3140977	+	1203	1738
cds-BAB36604.1	BA000007.3	3141052	3143196	+	2145	2796
cds-BAB36605.2	BA000007.3	3143428	3144906	+	1479	108
cds-BAB36606.1	BA000007.3	3144939	3145481	-	543	1808
cds-BAB36607.2	BA000007.3	3145539	3146090	-	552	1806
cds-BAB36608.1	BA000007.3	3146146	3146790	-	645	111
cds-BAB36609.1	BA000007.3	3146926	3147573	+	648	54
cds-BAB36610.1	BA000007.3	3147630	3147992	+	363	523
cds-BAB36611.1	BA000007.3	3148013	3148906	+	894	708
cds-BAB36612.1	BA000007.3	3148954	3149844	-	891	188
cds-BAB36613.1	BA000007.3	3150041	3150814	-	774	53
cds-BAB36614.1	BA000007.3	3150822	3151538	-	717	49
cds-BAB36615.1	BA000007.3	3151535	3152221	-	687	77
cds-BAB36616.1	BA000007.3	3152311	3153093	-	783	183
cds-BAB36617.1	BA000007.3	3153314	3154096	-	783	160
cds-BAB36618.1	BA000007.3	3154362	3154931	-	570	127
cds-BAB36619.1	BA000007.3	3155026	3156543	-	1518	859
cds-BAB36620.1	BA000007.3	3156580	3157068	-	489	347
cds-BAB36621.2	BA000007.3	3157509	3158171	-	663	1286
cds-BAB36622.1	BA000007.3	3158161	3159429	-	1269	1213
cds-BAB36623.1	BA000007.3	3159499	3160413	-	915	6479
cds-BAB36624.1	BA000007.3	3160569	3161228	-	660	1242
cds-BAB36625.1	BA000007.3	3161311	3162123	-	813	1439
cds-BAB36626.1	BA000007.3	3162123	3163136	-	1014	1459
cds-BAB36627.1	BA000007.3	3163202	3164338	-	1137	1739
cds-BAB36628.1	BA000007.3	3164437	3165432	+	996	677
cds-BAB36629.1	BA000007.3	3165429	3166607	-	1179	171
cds-BAB36630.1	BA000007.3	3166882	3168102	-	1221	13237
cds-BAB36631.2	BA000007.3	3168261	3170267	+	2007	1588
cds-BAB36632.1	BA000007.3	3170388	3170666	-	279	628
cds-BAB36633.1	BA000007.3	3170700	3171248	-	549	682
cds-BAB36634.1	BA000007.3	3171248	3172057	-	810	605
cds-BAB36635.1	BA000007.3	3172057	3172881	-	825	561
cds-BAB36636.1	BA000007.3	3172885	3173970	-	1086	1055
cds-BAB36638.2	BA000007.3	3174005	3174937	-	933	1306
cds-BAB36637.2	BA000007.3	3175103	3175654	+	552	326
cds-BAB36639.1	BA000007.3	3175825	3176667	-	843	0
cds-BAB36640.2	BA000007.3	3176669	3177190	-	522	1
cds-BAB36641.2	BA000007.3	3177187	3177615	-	429	0
cds-BAB36642.1	BA000007.3	3177654	3178154	-	501	0
cds-BAB36643.1	BA000007.3	3178165	3178923	-	759	2
cds-BAB36644.1	BA000007.3	3178946	3181585	-	2640	52
cds-BAB36645.1	BA000007.3	3181667	3182230	-	564	2
cds-BAB36646.1	BA000007.3	3182876	3183361	-	486	1067
cds-BAB36647.1	BA000007.3	3183564	3185708	-	2145	282
cds-BAB36648.1	BA000007.3	3185708	3187018	-	1311	242
cds-BAB36649.2	BA000007.3	3187198	3187482	-	285	4740
cds-BAB36650.2	BA000007.3	3187854	3189194	+	1341	323
cds-BAB36651.1	BA000007.3	3189559	3190590	+	1032	135
cds-BAB36652.1	BA000007.3	3190985	3191740	-	756	1009
cds-BAB36653.1	BA000007.3	3192034	3192966	+	933	95
cds-BAB36654.1	BA000007.3	3193278	3194435	+	1158	320
cds-BAB36655.1	BA000007.3	3194610	3195746	-	1137	3
cds-BAB36656.1	BA000007.3	3195756	3196436	-	681	47
cds-BAB36657.1	BA000007.3	3196423	3196890	-	468	1
cds-ECs_3235	BA000007.3	3196890	3197459	-	570	0
cds-BAB36659.2	BA000007.3	3197490	3198137	+	648	2
cds-BAB36661.1	BA000007.3	3198807	3200219	-	1413	2
cds-BAB36662.1	BA000007.3	3200406	3200582	-	177	0
cds-BAB36663.1	BA000007.3	3200885	3201511	+	627	0
cds-BAB36664.1	BA000007.3	3202109	3203356	-	1248	0
cds-BAB36665.1	BA000007.3	3203428	3204342	-	915	2
cds-BAB36666.1	BA000007.3	3204558	3205991	+	1434	1
cds-BAB36667.2	BA000007.3	3205999	3206952	-	954	1
cds-ECs_5747	BA000007.3	3207237	3207455	+	219	9
cds-BAB36668.1	BA000007.3	3207473	3208801	+	1329	86
cds-BAB36669.1	BA000007.3	3208909	3210447	-	1539	51
cds-BAB36670.1	BA000007.3	3210447	3211610	-	1164	31
cds-BAB36671.1	BA000007.3	3212026	3212640	+	615	767
cds-BAB36672.1	BA000007.3	3212645	3216238	+	3594	384
cds-ECs_3250	BA000007.3	3216294	3217435	-	1142	8
cds-BAB36675.1	BA000007.3	3217509	3218453	-	945	4
cds-BAB36676.1	BA000007.3	3218523	3220217	-	1695	15
cds-BAB36677.1	BA000007.3	3220271	3221521	-	1251	13
cds-BAB36678.1	BA000007.3	3222034	3222669	-	636	13
cds-BAB36679.1	BA000007.3	3222965	3223240	+	276	27
cds-BAB36680.1	BA000007.3	3223317	3223559	-	243	95
cds-BAB36681.2	BA000007.3	3223912	3224832	+	921	1648
cds-BAB36682.1	BA000007.3	3225324	3226562	-	1239	428
cds-BAB36683.1	BA000007.3	3226939	3228636	+	1698	379
cds-BAB36684.1	BA000007.3	3228651	3229385	+	735	284
cds-BAB36685.1	BA000007.3	3229398	3230255	+	858	106
cds-BAB36686.1	BA000007.3	3230258	3232753	-	2496	81
cds-BAB36687.1	BA000007.3	3232778	3233815	-	1038	18
cds-BAB36688.1	BA000007.3	3233815	3234900	-	1086	12
cds-BAB36689.1	BA000007.3	3234915	3236162	-	1248	11
cds-BAB36690.1	BA000007.3	3236184	3236510	-	327	6
cds-BAB36691.1	BA000007.3	3236729	3237694	-	966	1587
cds-BAB36692.1	BA000007.3	3237898	3239154	+	1257	1776
cds-BAB36693.1	BA000007.3	3239269	3239595	+	327	662
cds-BAB36694.1	BA000007.3	3239735	3240973	-	1239	694
cds-BAB36695.1	BA000007.3	3241309	3242511	+	1203	972
cds-BAB36696.1	BA000007.3	3242561	3244750	-	2190	343
cds-BAB36697.1	BA000007.3	3245369	3245728	+	360	204
cds-BAB36698.2	BA000007.3	3245751	3246122	+	372	202
cds-BAB36699.1	BA000007.3	3246162	3247310	-	1149	117
cds-BAB36700.1	BA000007.3	3247378	3247920	+	543	29
cds-BAB36701.1	BA000007.3	3247921	3249336	-	1416	22769
cds-BAB36702.1	BA000007.3	3250112	3250453	+	342	0
cds-ECs_3280	BA000007.3	3250444	3251370	-	927	197
cds-BAB36705.1	BA000007.3	3251460	3252458	+	999	520
cds-BBE29453.1	BA000007.3	3252455	3252673	-	219	185
cds-BAB36706.1	BA000007.3	3252675	3254690	-	2016	2729
cds-BAB36707.1	BA000007.3	3254761	3255759	-	999	2892
cds-BAB36708.1	BA000007.3	3255989	3256750	+	762	566
cds-BAB36709.1	BA000007.3	3256935	3257906	+	972	41519
cds-BAB36710.1	BA000007.3	3258290	3258547	+	258	1832
cds-BAB36711.1	BA000007.3	3258592	3260319	+	1728	8531
cds-BAB36712.1	BA000007.3	3260360	3260869	+	510	3560
cds-BAB36713.1	BA000007.3	3260912	3261763	-	852	297
cds-BAB36714.1	BA000007.3	3261868	3262200	+	333	260
cds-BAB36715.1	BA000007.3	3262238	3263149	-	912	5881
cds-BAB36716.1	BA000007.3	3263283	3264380	-	1098	4006
cds-BAB36717.2	BA000007.3	3264370	3265245	-	876	3195
cds-BAB36718.1	BA000007.3	3265245	3266078	-	834	1809
cds-BAB36719.1	BA000007.3	3266078	3267094	-	1017	3351
cds-BAB36720.2	BA000007.3	3267252	3268043	-	792	643
cds-BAB36721.1	BA000007.3	3268172	3269029	-	858	72
cds-BAB36722.1	BA000007.3	3269193	3270089	+	897	120
cds-BAB36723.1	BA000007.3	3270093	3271517	+	1425	100
cds-BAB36724.1	BA000007.3	3271522	3272826	+	1305	229
cds-BAB36725.2	BA000007.3	3272884	3273783	-	900	1849
cds-BAB36726.1	BA000007.3	3273879	3274454	-	576	768
cds-BAB36727.2	BA000007.3	3274515	3274964	-	450	131
cds-BAB36728.2	BA000007.3	3274951	3275376	-	426	222
cds-BAB36729.1	BA000007.3	3275590	3276459	+	870	625
cds-BAB36730.1	BA000007.3	3276463	3277362	+	900	308
cds-BAB36731.1	BA000007.3	3277368	3278420	-	1053	114
cds-BAB36732.2	BA000007.3	3278466	3278966	-	501	179
cds-BAB36733.1	BA000007.3	3278979	3279638	-	660	86
cds-BAB36734.1	BA000007.3	3279648	3280535	-	888	108
cds-BAB36735.1	BA000007.3	3280556	3281917	-	1362	1109
cds-BAB36736.1	BA000007.3	3281929	3283332	-	1404	21
cds-BAB36737.1	BA000007.3	3283329	3284555	-	1227	15
cds-BAB36738.2	BA000007.3	3284655	3285842	-	1188	14
cds-BAB36739.1	BA000007.3	3285832	3286668	-	837	4
cds-BAB36740.1	BA000007.3	3286679	3288082	-	1404	18
cds-BAB36741.1	BA000007.3	3288094	3288381	-	288	1
cds-BAB36742.1	BA000007.3	3288488	3288823	-	336	22
cds-BAB36743.1	BA000007.3	3288820	3289836	-	1017	7
cds-BAB36744.1	BA000007.3	3289833	3290564	-	732	10
cds-BAB36745.1	BA000007.3	3290561	3291262	-	702	9
cds-BAB36746.1	BA000007.3	3291237	3291716	-	480	3
cds-BAB36747.2	BA000007.3	3291729	3292064	-	336	4
cds-BAB36748.1	BA000007.3	3292357	3294636	-	2280	1867
cds-BAB36749.1	BA000007.3	3294925	3295875	+	951	714
cds-BAB36750.1	BA000007.3	3295895	3297898	+	2004	1032
cds-BAB36751.1	BA000007.3	3297993	3299036	-	1044	983
cds-BAB36752.1	BA000007.3	3299162	3299737	-	576	766
cds-BAB36753.1	BA000007.3	3299805	3301784	-	1980	76
cds-BAB36754.1	BA000007.3	3301990	3303690	+	1701	266
cds-BAB36755.1	BA000007.3	3303854	3306967	+	3114	319
cds-BAB36756.1	BA000007.3	3307506	3307862	+	357	373
cds-BAB36757.1	BA000007.3	3307866	3308993	+	1128	1133
cds-BBE29454.1	BA000007.3	3309021	3309221	+	201	313
cds-BAB36758.2	BA000007.3	3309302	3310000	-	699	852
cds-BAB36759.1	BA000007.3	3310074	3312089	-	2016	795
cds-BAB36760.1	BA000007.3	3312104	3312967	-	864	800
cds-BAB36761.1	BA000007.3	3313135	3313848	-	714	486
cds-BAB36762.2	BA000007.3	3314061	3315095	-	1035	3287
cds-BAB36763.1	BA000007.3	3315112	3315990	-	879	4820
cds-BAB36764.2	BA000007.3	3316136	3316708	+	573	345
cds-BAB36765.1	BA000007.3	3316708	3317178	+	471	1221
cds-BAB36766.2	BA000007.3	3317431	3318048	+	618	14
cds-BAB36767.1	BA000007.3	3318048	3320066	+	2019	68
cds-BAB36768.2	BA000007.3	3320077	3321024	+	948	20
cds-BAB36769.1	BA000007.3	3321041	3322480	+	1440	28
cds-BAB36770.1	BA000007.3	3322492	3323142	+	651	15
cds-BAB36771.2	BA000007.3	3323162	3324727	+	1566	63
cds-BAB36772.1	BA000007.3	3324717	3326432	+	1716	94
cds-BAB36773.1	BA000007.3	3326442	3326987	+	546	12
cds-BAB36774.1	BA000007.3	3326984	3327742	+	759	38
cds-BAB36775.2	BA000007.3	3327735	3328148	+	414	15
cds-BAB36776.2	BA000007.3	3328178	3330190	+	2013	106
cds-BAB36777.1	BA000007.3	3330212	3331060	+	849	184
cds-BAB36778.1	BA000007.3	3331098	3332159	-	1062	566
cds-BAB36779.1	BA000007.3	3332372	3333835	+	1464	1102
cds-BAB36780.1	BA000007.3	3333856	3334215	+	360	1226
cds-BAB36781.1	BA000007.3	3334353	3335099	-	747	1276
cds-BAB36782.1	BA000007.3	3335149	3336438	-	1290	349
cds-BAB36783.2	BA000007.3	3336524	3337150	-	627	1352
cds-BAB36784.1	BA000007.3	3337475	3338512	+	1038	227
cds-BAB36785.1	BA000007.3	3338512	3339150	+	639	378
cds-BAB36786.1	BA000007.3	3339321	3341387	+	2067	1918
cds-BAB36787.1	BA000007.3	3341392	3342933	+	1542	1312
cds-BAB36788.1	BA000007.3	3342972	3345215	-	2244	96
cds-BAB36789.2	BA000007.3	3345585	3345758	+	174	340
cds-BAB36790.2	BA000007.3	3346072	3346587	+	516	43
cds-BAB36791.1	BA000007.3	3346603	3347142	+	540	124
cds-BAB36792.1	BA000007.3	3347235	3348812	-	1578	13143
cds-BAB36793.1	BA000007.3	3348881	3350347	-	1467	11844
cds-BAB36794.1	BA000007.3	3350509	3351879	+	1371	2060
cds-BAB36795.1	BA000007.3	3351876	3352091	-	216	367
cds-BAB36796.2	BA000007.3	3352160	3353632	-	1473	3516
cds-BAB36797.1	BA000007.3	3353750	3354928	-	1179	3231
cds-BAB36798.1	BA000007.3	3354939	3355559	-	621	1621
cds-BAB36799.1	BA000007.3	3355577	3356851	-	1275	5021
cds-BAB36800.1	BA000007.3	3356962	3358080	-	1119	3507
cds-BAB36801.1	BA000007.3	3358107	3359120	-	1014	2259
cds-BAB36802.1	BA000007.3	3359405	3360559	-	1155	3115
